date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:34:36	683/683	---MC-	302	error ('Found')	text/html	date:Sat,%2017%20Dec%202022%2013:34:35%20GMT	https://cosmicdrifts.net/robots.txt		(from )
16:34:36	545418/545418	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2013:34:36%20GMT	https://cosmicdrifts.net/	C:/My%20Web%20Sites/rsh/cosmicdrifts.net/index.html	(from )
16:34:36	15406/15406	---MCZ	200	added ('OK')	image/x-icon	date:Thu,%2007%20Jul%202022%2017:19:08%20GMT	https://cosmicdrifts.net/favicons/favicon.ico	C:/My%20Web%20Sites/rsh/cosmicdrifts.net/favicons/favicon.ico	(from https://cosmicdrifts.net/)
16:34:36	22280/22280	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:19:08%20GMT	https://cosmicdrifts.net/favicons/apple-touch-icon.png	C:/My%20Web%20Sites/rsh/cosmicdrifts.net/favicons/apple-touch-icon.png	(from https://cosmicdrifts.net/)
16:34:37	24854/24854	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:19:08%20GMT	https://cosmicdrifts.net/favicons/android-chrome-192x192.png	C:/My%20Web%20Sites/rsh/cosmicdrifts.net/favicons/android-chrome-192x192.png	(from https://cosmicdrifts.net/)
16:34:37	123908/123908	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:19:10%20GMT	https://cosmicdrifts.net/favicons/android-chrome-512x512.png	C:/My%20Web%20Sites/rsh/cosmicdrifts.net/favicons/android-chrome-512x512.png	(from https://cosmicdrifts.net/)
16:34:37	1393/1393	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:19:10%20GMT	https://cosmicdrifts.net/favicons/favicon-32x32.png	C:/My%20Web%20Sites/rsh/cosmicdrifts.net/favicons/favicon-32x32.png	(from https://cosmicdrifts.net/)
16:34:37	551/551	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2017:19:12%20GMT	https://cosmicdrifts.net/favicons/favicon-16x16.png	C:/My%20Web%20Sites/rsh/cosmicdrifts.net/favicons/favicon-16x16.png	(from https://cosmicdrifts.net/)
16:34:37	4852/4852	---M-Z	200	added ('OK')	text/css	date:Thu,%2007%20Jul%202022%2017:19:12%20GMT	https://cosmicdrifts.net/_next/static/css/14fd3a558ecf1f185c60.css	C:/My%20Web%20Sites/rsh/cosmicdrifts.net/_next/static/css/14fd3a558ecf1f185c60.css	(from https://cosmicdrifts.net/)
16:34:38	91434/91434	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2007%20Jul%202022%2017:19:14%20GMT	https://cosmicdrifts.net/_next/static/chunks/polyfills-a40ef1678bae11e696dba45124eadd70.js	C:/My%20Web%20Sites/rsh/cosmicdrifts.net/_next/static/chunks/polyfills-a40ef1678bae11e696dba45124eadd70.js	(from https://cosmicdrifts.net/)
16:34:38	4102/4102	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2007%20Jul%202022%2017:19:14%20GMT	https://cosmicdrifts.net/_next/static/chunks/webpack-db10e363c4f57f9f0a25.js	C:/My%20Web%20Sites/rsh/cosmicdrifts.net/_next/static/chunks/webpack-db10e363c4f57f9f0a25.js	(from https://cosmicdrifts.net/)
16:34:38	131716/131716	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2007%20Jul%202022%2017:19:16%20GMT	https://cosmicdrifts.net/_next/static/chunks/framework-252749a82e0eed55204d.js	C:/My%20Web%20Sites/rsh/cosmicdrifts.net/_next/static/chunks/framework-252749a82e0eed55204d.js	(from https://cosmicdrifts.net/)
16:34:38	81765/81765	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2007%20Jul%202022%2017:19:16%20GMT	https://cosmicdrifts.net/_next/static/chunks/main-ac50f1ddf6ff503fee73.js	C:/My%20Web%20Sites/rsh/cosmicdrifts.net/_next/static/chunks/main-ac50f1ddf6ff503fee73.js	(from https://cosmicdrifts.net/)
